id,category,name,brand,price,ability
71,headgear,Jean_Dream_Bucket,Splash_Mob,2100,Ink_Recovery_Up
72,headgear,Jellyvader_Cap,Skalop,10000,Ink_Saver_(Sub)
73,headgear,Jet_Cap,Firefin,700,Special_Saver
74,headgear,Jogging_Headband,Zekko,400,Ink_Saver_(Sub)
75,headgear,Jungle_Hat,Firefin,9000,Ink_Saver_(Main)
76,headgear,Knitted_Hat,Firefin,1400,Ink_Resistance_Up
77,headgear,Lightweight_Cap,Inkline,800,Swim_Speed_Up
78,headgear,Lo-Vis_Visor,Grizzco,0,Random
79,headgear,Marinated_Headphones,amiibo,0,Special_Saver
80,headgear,Moto_Shades,Barazushi,10200,Last-Ditch_Effort
81,headgear,MTB_Helmet,Zekko,10500,Tenacity
82,headgear,Noise_Cancelers,Forge,9200,Quick_Respawn
83,headgear,Ocho_OctoPhones,Forge,3000,Opening_Gambit
84,headgear,Ocho_OctoPhones_Blancos,Forge,3000,Ink_Saver_(Main)
85,headgear,Octoglasses,Firefin,8800,Last-Ditch_Effort
86,headgear,Octoking_Facemask,Enperry,1450,Tenacity
87,headgear,Octo_Tackle_Helmet_Deco,Forge,8888,Sub_Resistance_Up
88,headgear,Paintball_Mask,Forge,10000,Comeback
89,headgear,Painter's_Mask,SquidForce,4500,Intensify_Action
90,headgear,Paisley_Bandana,Krak-On,750,Ink_Saver_(Sub)
91,headgear,Party_Hard_Hat,Forge,12000,Quick_Super_Jump
92,headgear,Pearlescent_Crown_L,amiibo,0,Sub_Resistance_Up
93,headgear,Pearlescent_Crown_S,amiibo,0,Sub_Resistance_Up
94,headgear,Pilot_Goggles,Forge,5500,Sub_Power_Up
95,headgear,Power_Mask_Mk_I,amiibo,0,Ink_Resistance_Up
96,headgear,Power_Mask,amiibo,0,Sub_Resistance_Up
97,headgear,Retro_BluFocals,Emberz,11700,Intensify_Action
98,headgear,Retro_Framers,Enperry,9900,Opening_Gambit
99,headgear,Retro_Specs,Splash_Mob,500,Quick_Respawn
100,headgear,Safari_Hat,Forge,2300,Last-Ditch_Effort
101,headgear,Samurai_Helmet,amiibo,0,Quick_Super_Jump
102,headgear,Scrum_Cap,Forge,8500,Special_Saver
103,headgear,Sea-Me-Nots,Z+F,11000,Quick_Respawn
104,headgear,Seafoam_Cap,Z+F,7800,Swim_Speed_Up
105,headgear,Seafoam_'Phones,Z+F,9000,Ink_Saver_(Main)
106,headgear,Seashell_Bamboo_Hat,Inkline,3200,Quick_Respawn
107,headgear,See-an-Enemy_HUD,Grizzco,0,Random
108,headgear,Short_Beanie,Inkline,600,Ink_Saver_(Main)
109,headgear,Skate_Helmet,Skalop,2500,Special_Saver
110,headgear,Skull_Bandana,Forge,7800,Special_Saver
111,headgear,Snorkel_Mask,Forge,3000,Ink_Saver_(Sub)
112,headgear,Soccer_Headband,Tentatek,3000,Tenacity
113,headgear,Special-Forces_Beret,Forge,9700,Opening_Gambit
114,headgear,Splash_Goggles,Forge,2800,Sub_Resistance_Up
115,headgear,Sporty_Bobble_Hat,Skalop,800,Tenacity
116,headgear,Squash_Headband,Zink,400,Special_Saver
117,headgear,Squid_Clip-Ons,amiibo,0,Opening_Gambit
118,headgear,Squid_Facemask,SquidForce,300,Ink_Saver_(Main)
119,headgear,Squid_Hairclip,amiibo,0,Swim_Speed_Up
120,headgear,Squid_Nordic,Skalop,9500,Comeback
121,headgear,Squid-Stitch_Cap,Skalop,8500,Opening_Gambit
122,headgear,Squidband,Zink,400,Quick_Respawn
123,headgear,Squidbeak_Shield,Toni_Kensa,4000,Sub_Power_Up
124,headgear,Squidlife_Headphones,Forge,7070,Ink_Recovery_Up
125,headgear,Squidvader_Cap,Skalop,1300,Special_Charge_Up
126,headgear,Squinja_Mask_Mk_I,amiibo,0,Quick_Respawn
127,headgear,Squinja_Mask_Mk_II,amiibo,0,Quick_Respawn
128,headgear,Stay_Crusty_Cap,SquidForce,0,Sub_Power_Up
129,headgear,Stealth_Goggles,Forge,9800,Swim_Speed_Up
130,headgear,Stealth_Squidbeak_Shield,Toni_Kensa,4400,Ink_Saver_(Sub)
131,headgear,Steel_Helm,amiibo,0,Special_Charge_Up
132,headgear,Straw_Boater,Skalop,550,Quick_Super_Jump
133,headgear,Streetstyle_Cap,Skalop,600,Ink_Saver_(Sub)
134,headgear,Striped_Beanie,Splash_Mob,900,Opening_Gambit
135,headgear,Studio_Headphones,Forge,2800,Ink_Saver_(Main)
136,headgear,Sun_Visor,Tentatek,2600,Sub_Power_Up
137,headgear,Sushi_Sous-Chef_Band,amiibo,0,Ink_Saver_(Sub)
138,headgear,SV925_Circle_Shades,Rockenberg,11000,Swim_Speed_Up
139,headgear,Swim_Goggles,Zink,100,Last-Ditch_Effort
140,headgear,Takoroka_Mesh,Takoroka, 400,Sub_Resistance_Up
141,headgear,Takoroka_Visor,Takoroka,7500,Quick_Super_Jump
142,headgear,Teddy_Band,Cuttlegear,0,Comeback
143,headgear,Tennis_Headband,Tentatek,300,Comeback
144,headgear,Tentaclinger_Earring,Toni_Kensa,12800,Quick_Super_Jump
145,headgear,Tinted_Shades,Zekko,350,Last-Ditch_Effort
146,headgear,Toni_Kensa_Goggles,Toni_Kensa,200,Comeback
147,headgear,Treasure_Hunter,Forge,3000,Ink_Recovery_Up
148,headgear,Triple-Deck_Specs,Enperry,11300,Sub_Power_Up
149,headgear,Tulip_Parasol,Inkline,1280,Ink_Resistance_Up
150,headgear,Two-Stripe_Mesh,Krak-On,700,Special_Saver
151,headgear,Urchins_Cap,Skalop,600,Sub_Power_Up
152,headgear,Visor_Skate_Helmet,Skalop,8000,Last-Ditch_Effort
153,headgear,Wharfside_Cap,Skalop,5000,Tenacity
154,headgear,White_Arrowbands,Zekko,8000,Special_Power_Up
155,headgear,White_Headband,SquidForce,300,Ink_Recovery_Up
156,headgear,Winkle_Stripe_Helm,Skalop,9000,Sub_Resistance_Up
157,headgear,Woolly_Urchins_Classic,Krak-On,3800,Comeback
158,headgear,Z+F_Flair_Bowler,Z+F,9800,Special_Charge_Up
159,headgear,ZedFry_Beanie,Z+F,1111,Quick_Super_Jump
160,headgear,ZedFry_Helmet,Z+F,8000,Last-Ditch_Effort
161,headgear,Zekko_Mesh,Zekko,500,Quick_Super_Jump
