id,category,name,brand,price,ability
43,clothing,Blue_Retro_Tee,Tentatek,2880,Special_Saver
44,clothing,Blue_Sailor_Suit,Forge,11000,Sub_Power_Up
45,clothing,Business_Animal,Emberz,2500,Ninja_Squid
46,clothing,Button-Clown_Shirt,Emberz,6300,Special_Saver
47,clothing,Camo_Layered_LS,SquidForce,600,Special_Charge_Up
48,clothing,Camo_Zip_Hoodie,Firefin,9000,Quick_Respawn
49,clothing,Carnivore_Tee,Firefin,500,Sub_Resistance_Up
50,clothing,Chaos_Commander_Suit,amiibo,0,Ink_Saver_(Main)
51,clothing,Chili_Octo_Aloha,Krak-On,4850,Sub_Resistance_Up
52,clothing,Choco_Layered_LS,Takoroka,1400,Ink_Saver_(Sub)
53,clothing,Cream_Tundra_Fleece,Inkline,3500,Ink_Saver_(Main)
54,clothing,Crimson_Parashooter,Annaki,9200,Special_Charge_Up
55,clothing,Crispy_Crustume,SquidForce,0,Special_Charge_Up
56,clothing,Cycle_King_Jersey,Tentatek,8900,Sub_Resistance_Up
57,clothing,Cycling_Shirt,Zink,2900,Intensify_Action
58,clothing,Dark_Bomber_Jacket,Toni_Kensa,12800,Special_Power_Up
59,clothing,Dark_Urban_Vest,Firefin,10000,Intensify_Action
60,clothing,Distressed_Vest,Toni_Kensa,11800,Sub_Resistance_Up
61,clothing,Duskwave_Tee,Skalop,880,Special_Power_Up
62,clothing,Dustcloud_Hoodie,Z+F,8920,Ink_Saver_(Main)
63,clothing,Dusty_Field_Jacket,Inkline,3400,Intensify_Action
64,clothing,Eelzebub_Tee,Skalop,2100,Intensify_Action
65,clothing,Enchanted_Robe_A,amiibo,0,Thermal_Ink
66,clothing,Enchanted_Robe_B,amiibo,0,Thermal_Ink
67,clothing,Fancyfish_Stitch,Krak-On,4600,Sub_Power_Up
68,clothing,Fashion_Splash_Shirt,Toni_Kensa,9750,Quick_Respawn
69,clothing,FC_Albacore,Enperry,1200,Respawn_Punisher
70,clothing,Firefin_Navy_Sweat,Firefin,2500,Sub_Power_Up
71,clothing,Firewave_Tee,Skalop,1250,Special_Charge_Up
72,clothing,Forest_Vest,Inkline,11000,Ink_Recovery_Up
73,clothing,Forge_Inkling_Parka,Forge,2900,Run_Speed_Up
74,clothing,Forge_Octarian_Jacket,Forge,2700,Haunt
75,clothing,Fresh_Fish_Gloves,amiibo,0,Quick_Super_Jump
76,clothing,Fugu_Tee,Firefin,750,Swim_Speed_Up
77,clothing,Grape_Tee,Skalop,400,Ink_Recovery_Up
78,clothing,Gray_College_Sweat,Splash_Mob,800,Swim_Speed_Up
79,clothing,Gray_Hoodie,Skalop,1900,Sub_Power_Up
80,clothing,Gray_Mixed_Shirt,Zekko,2800,Quick_Super_Jump
81,clothing,Gray_Vector_Tee,Takoroka,500,Quick_Super_Jump
82,clothing,Green_Cardigan,Splash_Mob,1700,Ink_Saver_(Sub)
83,clothing,Green_Striped_LS,Inkline,700,Ninja_Squid
84,clothing,Green_Tee,Forge,1200,Special_Saver
85,clothing,Green_Zip_Hoodie,Firefin,2800,Special_Power_Up
86,clothing,Green-Check_Shirt,Zekko,2000,Sub_Power_Up
87,clothing,Herbivore_Tee,Firefin,500,Ninja_Squid
88,clothing,Hero_Jacket_Replica,Cuttlegear,0,Swim_Speed_Up
89,clothing,Hero_Suit_Replica,Cuttlegear,0,Quick_Respawn
90,clothing,Hula_Punk_Shirt,Annaki,5000,Ink_Saver_(Main)
91,clothing,Hype_Stripe_Button_Up,Splash_Mob,9999,Special_Power_Up
92,clothing,Icewave_Tee,Skalop,1250,Ninja_Squid
93,clothing,Indigo_Boss_Haori,Emberz,10500,Quick_Super_Jump
94,clothing,Ink-Black_Paddle_Jack,Toni_Kensa,9900,Ink_Saver_(Sub)
95,clothing,Ink-Black_Tangle_Top,Annaki,5550,Special_Charge_Up
96,clothing,Ink-Wash_Shirt,Toni_Kensa,4900,Ink_Recovery_Up
97,clothing,Inkfall_Shirt,Toni_Kensa,4900,Special_Charge_Up
98,clothing,Ivory_Peaks_Tee,Inkline,400,Haunt
99,clothing,Juice_Parka,Grizzco,0,Quick_Super_Jump
100,clothing,Kensa_Coat,Toni_Kensa,9200,Respawn_Punisher
101,clothing,Khaki_Ranger_Vest,Inkline,4200,Sub_Power_Up
102,clothing,Krak-On_528,Krak-On,800,Run_Speed_Up
103,clothing,Layered_Anchor_LS,SquidForce,4000,Run_Speed_Up
104,clothing,Layered_Vector_LS,Takoroka,1200,Special_Saver
105,clothing,Lemon_Hoodless,Z+F,3456,Run_Speed_Up
106,clothing,Light-Bright_Paddle_Jack,Toni_Kensa,9900,Ink_Saver_(Sub)
107,clothing,Lime_Battlecrab_Shell,Enperry,6400,Swim_Speed_Up
108,clothing,Lime_BlobMob_Tee,Emberz,1050,Sub_Power_Up
109,clothing,Lime_Ski_Jacket,Inkline,3370,Quick_Super_Jump
110,clothing,Linen_Shirt,Splash_Mob,700,Sub_Power_Up
111,clothing,Logo_Aloha_Shirt,Zekko,2900,Ink_Recovery_Up
112,clothing,Lumberjack_Shirt,Rockenberg,800,Ink_Saver_(Main)
113,clothing,Lyco-P_Streetstyle_Tee,Skalop,500,Ink_Resistance_Up
114,clothing,Manatee_Swag_Sweat,Krak-On,4000,Respawn_Punisher
115,clothing,Marinated_Top,amiibo,Marina,Special_Power_Up
116,clothing,Matcha_Down_Jacket,Inkline,9100,Ninja_Squid
117,clothing,Mint_Tee,Skalop,400,Sub_Resistance_Up
118,clothing,Moby_Knit,Krak-On,9600,Ink_Recovery_Up
119,clothing,Motley_Hoodless,Z+F,4567,Intensify_Action
120,clothing,Mountain_Vest,Inkline,11000,Swim_Speed_Up
121,clothing,N-Pacer_Sweat,Enperry,7800,Thermal_Ink
122,clothing,Navy_College_Sweat,Splash_Mob,800,Ink_Resistance_Up
123,clothing,Navy_Striped_LS,Splash_Mob,1050,Ink_Recovery_Up
124,clothing,Navy_Z+F_Tee,Z+F,850,Special_Charge_Up
125,clothing,Negative_Longcuff_Sweater,Toni_Kensa,11800,Haunt
126,clothing,Octo_Jumper_Away,Takoroka,3000,Swim_Speed_Up
127,clothing,Octo_Tee,Cuttlegear,8888,Haunt
128,clothing,Octobowler_Shirt,Krak-On,2100,Ink_Saver_(Main)
129,clothing,Octosquid_Tandem_Tee,SquidForce,300,Intensify_Action
130,clothing,Olive_Ski_Jacket,Inkline,11000,Run_Speed_Up
131,clothing,Orange_Cardigan,Splash_Mob,700,Special_Charge_Up
132,clothing,Orca_Bolero,Toni_Kensa,9980,Ink_Recovery_Up
133,clothing,Part-Time_Pirate,Tentatek,800,Respawn_Punisher
134,clothing,Patchwork_Bomber,Emberz,12500,Ink_Saver_(Main)
135,clothing,Pearl_Tee,Skalop,400,Ink_Saver_(Sub)
136,clothing,Pearlescent_Hoodie,amiibo,Pearl,Respawn_Punisher
137,clothing,Penguin_Bolero,Toni_Kensa,9900,Ink_Saver_(Sub)
138,clothing,Pineapple_Ringer,Zink,1000,Ink_Recovery_Up
139,clothing,Pirate-Stripe_Tee,Splash_Mob,700,Special_Power_Up
140,clothing,Power_Armor,amiibo,0,Quick_Respawn
141,clothing,Power_Armor_Mk_I,amiibo,0,Ink_Resistance_Up
142,clothing,Purple_Camo_LS,Takoroka,600,Sub_Power_Up
143,clothing,Rad_Plaid_Casual,Z+F,9760,Swim_Speed_Up
144,clothing,Rainy-Day_Tee,Krak-On,300,Ink_Saver_(Main)
145,clothing,Red_Battlecrab_Shell,Enperry,6200,Sub_Resistance_Up
146,clothing,Red_Vector_Tee,Takoroka,500,Ink_Saver_(Main)
147,clothing,Red-Check_Shirt,Zekko,2000,Ink_Saver_(Main)
148,clothing,Reel_Sweat,Zekko,900,Special_Power_Up
149,clothing,Reggae_Tee,Skalop,8200,Special_Saver
150,clothing,Retro_Gamer_Jersey,Zink,9000,Quick_Respawn
151,clothing,Retro_Sweat,SquidForce,9000,Sub_Resistance_Up
152,clothing,Rockenberg_Black,Rockenberg,800,Respawn_Punisher
153,clothing,Rockenberg_White,Rockenberg,2500,Ink_Recovery_Up
154,clothing,Rodeo_Shirt,Krak-On,750,Quick_Super_Jump
155,clothing,Round-Collar_Shirt,Rockenberg,1600,Ink_Saver_(Sub)
156,clothing,Rugby_King_08,Enperry,3200,Quick_Super_Jump
157,clothing,Rugby_King_10,Enperry,3200,Ink_Saver_(Sub)
158,clothing,Sage_Polo,Splash_Mob,400,Intensify_Action
159,clothing,Sailor-Stripe_Tee,Splash_Mob,700,Run_Speed_Up
160,clothing,Samurai_Jacket,amiibo,0,Special_Charge_Up
161,clothing,School_Cardigan_A,amiibo,I0,Run_Speed_Up
162,clothing,School_Cardigan_B,amiibo,0,Run_Speed_Up
163,clothing,School_Jersey,Zink,3000,Ninja_Squid
164,clothing,School_Uniform_A,amiibo,0,Ink_Recovery_Up
165,clothing,School_Uniform_B,amiibo,0,Ink_Recovery_Up
166,clothing,Schoolyard_Scrap_Jack,amiibo,0,Sub_Resistance_Up
167,clothing,Seafoam_Hoodie,Z+F,8920,Ink_Saver_(Sub)
168,clothing,Seahorse_Shoreliner,Krak-On,3800,Special_Saver
169,clothing,Shirt_&_Tie,Splash_Mob,8400,Special_Saver
170,clothing,Shrimp-Pink_Polo,Splash_Mob,550,Ninja_Squid
171,clothing,Sky-Blue_Squideye,Tentatek,500,Intensify_Action
172,clothing,Slipstream_United,Takoroka,1800,Sub_Resistance_Up
173,clothing,Squid_Satin_Jacket,Zekko,9200,Quick_Respawn
174,clothing,Squid-Pattern_Waistcoat,Krak-On,800,Special_Power_Up
175,clothing,Squid-Stitch_Tee,Skalop,400,Swim_Speed_Up
176,clothing,Squiddor_Polo,Grizzco,0,Run_Speed_Up
177,clothing,Squidmark_LS,SquidForce,600,Haunt
178,clothing,Squidmark_Sweat,SquidForce,800,Sub_Power_Up
179,clothing,Squidstar_Waistcoat,Krak-On,650,Intensify_Action
180,clothing,Squinja_Suit,amiibo,0,Special_Saver
181,clothing,Steel_Platemail,amiibo,0,Ink_Saver_(Sub)
182,clothing,Striped_Peaks_LS,Inkline,700,Quick_Super_Jump
183,clothing,Striped_Rugby,Takoroka,2300,Run_Speed_Up
184,clothing,Striped_Shirt,Splash_Mob,2200,Quick_Super_Jump
185,clothing,Sudadera_Celeste,Krak-On,3650,Ninja_Squid
186,clothing,Sudadera_Roja,Krak-On,3450,Quick_Respawn
187,clothing,Sunny-Day_Tee,Krak-On,300,Special_Charge_Up
188,clothing,Takoroka_Galactic_Tie_Dye,Takoroka,850,Thermal_Ink
189,clothing,Takoroka_Rainbow_Tie_Dye,Takoroka,850,Quick_Super_Jump
190,clothing,Takoroka_Nineties_Nylon,Takoroka,9900,Ink_Resistance_Up
191,clothing,Takoroka_Nylon_Vintage,Takoroka,9500,Thermal_Ink
192,clothing,Takoroka_Tandem,Takoroka,1200,Swim_Speed_Up
193,clothing,Tan_Retro_Tee,Tentatek,8800,Ninja_Squid
194,clothing,Tentatek_Tandem,Tentatek,960,Ink_Saver_(Main)
195,clothing,Tri-Octo_Tee,SquidForce,300,Ink_Saver_(Sub)
196,clothing,Tri-Shred_Tee,SquidForce,530,Quick_Respawn
197,clothing,Tri-Squid_Tee,SquidForce,300,Quick_Respawn
198,clothing,Tricolor_Rugby,Takoroka,700,Quick_Respawn
199,clothing,Trooper_Top,Z+F,10100,Ink_Resistance_Up
200,clothing,Umibozu_Home_Jersey,Takoroka,870,Haunt
201,clothing,Umibozu_Road_Jersey,Takoroka,8900,Run_Speed_Up
202,clothing,Urban_Upcycle_Top,Emberz,8800,Respawn_Punisher
203,clothing,Urchins_Jersey,Zink,700,Run_Speed_Up
204,clothing,Vaporwave_Tee,Skalop,880,Thermal_Ink
205,clothing,Varsity_Baseball_LS,Splash_Mob,700,Haunt
206,clothing,Varsity_Jacket,Zekko,11500,Ink_Saver_(Sub)
207,clothing,Vintage_Check_Shirt,Rockenberg,9000,Haunt
208,clothing,White_8-Bit_FishFry,Firefin,800,Sub_Power_Up
209,clothing,White_Anchor_Tee,SquidForce,2800,Ninja_Squid
210,clothing,White_Baseball_LS,Rockenberg,800,Quick_Super_Jump
211,clothing,White_Inky_Rider,Rockenberg,12800,Special_Power_Up
212,clothing,White_Layered_LS,SquidForce,500,Special_Saver
213,clothing,White_LS,SquidForce,600,Ink_Recovery_Up
214,clothing,White_Sailor_Suit,Forge,3000,Ink_Saver_(Main)
215,clothing,White_Shirt,Splash_Mob,7500,Ink_Recovery_Up
216,clothing,White_Striped_LS,Splash_Mob,2300,Quick_Respawn
217,clothing,White_Tee,SquidForce,400,Ink_Saver_(Sub)
218,clothing,White_V-Neck_Tee,SquidForce,3800,Special_Saver
219,clothing,White_Z+F_Tee,Z+F,830,Special_Power_Up
220,clothing,Yellow_Layered_LS,SquidForce,500,Quick_Super_Jump
221,clothing,Yellow_Urban_Vest,Firefin,4000,Haunt
222,clothing,Zapfish_Satin_Jacket,Zekko,2900,Special_Charge_Up
223,clothing,Zekko_Baseball_LS,Zekko,800,Sub_Resistance_Up
224,clothing,Zekko_Hoodie,Zekko,2800,Ninja_Squid
225,clothing,Zink_Layered_LS,Zink,600,Respawn_Punisher
226,clothing,Zink_LS,Zink,500,Special_Power_Up
